movie,genre,plot
The Little Things,"['Crime', ' Drama', ' Mystery']","Kern County Deputy Sheriff Joe Deacon is sent to Los Angeles for what should have been a quick evidence-gathering assignment. Instead, he becomes embroiled in the search for a serial killer who is terrorizing the city."
The Unforgivable,"['Crime', ' Drama']",A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.
Ray Donovan,"['Crime', ' Drama']","Ray Donovan, a professional ""fixer"" for the rich and famous in Los Angeles, can make anyone's problems disappear except those created by his own family."
After We Fell,"['Drama', ' Romance']","Just as Tessa makes the biggest decision of her life, everything changes. Revelations about her family, and then Hardin's, throw everything they knew before in doubt and makes their hard-won future together more difficult to claim."
Trainspotting,['Drama'],"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends."
Reservoir Dogs,"['Crime', ' Drama', ' Thriller']","When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
Les Misérables,"['Drama', ' Musical', ' Romance']","In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever."
Madame X,['Drama'],"When her lover is killed, the wife of a wealthy man is convinced to fake her own death, which leads her into greater depths of depravity until fate reunites her with her long-lost son, who is unaware of her real identity."
Brokeback Mountain,"['Drama', ' Romance']",Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.
Chocolat,"['Drama', ' Romance']",A French woman and her young daughter open up a chocolate shop in a small remote village that shakes up the rigid morality of the community.
Donnie Brasco,"['Biography', ' Crime', ' Drama']","An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one."
American Gangster,"['Biography', ' Crime', ' Drama']","An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film."
Zero Dark Thirty,"['Drama', ' History', ' Thriller']","A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011."
L.A. Confidential,"['Crime', ' Drama', ' Mystery']","As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
Irreversible,"['Crime', ' Drama', ' Mystery']",Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass.
Carnival Row,"['Crime', ' Drama', ' Fantasy']","A human detective and a fairy rekindle a dangerous affair in a Victorian fantasy world, where the city's uneasy peace collapses when a string of murders reveals an unimaginable monster."
Anne,"['Drama', ' Family']","The adventures of a young orphan girl living in the early 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels."
My Brilliant Friend,['Drama'],A woman recounts the lifelong friendship and conflicts with a girl she met at primary school in Naples during the early 1950s.
The Hateful Eight,"['Crime', ' Drama', ' Mystery']","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
Me Before You,"['Drama', ' Romance']",A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.
The Guilty,"['Crime', ' Drama', ' Thriller']",A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.
Merlin,"['Adventure', ' Drama', ' Fantasy']","These are the brand new adventures of Merlin, the legendary sorcerer as a young man, when he was just a servant to young Prince Arthur on the royal court of Camelot, who has soon become his best friend, and turned Arthur into a great king and a legend."
Fifty Shades Freed,"['Drama', ' Romance', ' Thriller']","Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship."
Martha Marcy May Marlene,"['Drama', ' Mystery', ' Thriller']","Haunted by painful memories and increasing paranoia, a damaged woman struggles to re-assimilate with her family after fleeing an abusive cult."
Goliath,['Drama'],"A disgraced lawyer, now an ambulance chaser, gets a case that could bring him redemption or at least revenge on the firm which expelled him."
True Romance,"['Crime', ' Drama', ' Romance']","In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it."
Knock Knock,"['Drama', ' Thriller']","A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse."
Oz,"['Crime', ' Drama', ' Thriller']",A series chronicling the daily activities of an unusual prison facility and its criminal inhabitants.
C'mon C'mon,['Drama'],"When his sister asks him to look after her son, a radio journalist embarks on a cross-country trip with his energetic nephew to show him life away from Los Angeles."
Waiting for the Barbarians,['Drama'],"At an isolated frontier outpost, a colonial magistrate suffers a crisis of conscience when an army colonel arrives looking to interrogate the locals about an impending uprising, using cruel tactics that horrify the magistrate."
The Hurt Locker,"['Drama', ' Thriller', ' War']","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work."
Broadchurch,"['Crime', ' Drama', ' Mystery']","The murder of a young boy in a small coastal town brings a media frenzy, which threatens to tear the community apart."
Reign,"['Drama', ' Fantasy']","Mary, Queen of Scots, faces political and sexual intrigue in the treacherous world of the French court."
The Pianist,"['Biography', ' Drama', ' Music']",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.
Suspicion,"['Crime', ' Drama', ' Thriller']","Five ordinary Brits are accused of kidnapping the son of a prominent U.S. media mogul. They embark on a desperate race against time to prove their innocence, but will anyone believe them - and are they telling the truth?"
Dawson's Creek,"['Drama', ' Romance']",Four friends in a small coastal town help each other cope with adolescence.
Mulholland Drive,"['Drama', ' Mystery', ' Thriller']","After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality."
The Killing,"['Crime', ' Drama', ' Mystery']","A police investigation, the saga of a grieving family, and a Seattle mayoral campaign all interlock after the body of 17-year-old Rosie Larsen is found in the trunk of a submerged car."
The Shield,"['Crime', ' Drama', ' Thriller']",Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
We Hunt Together,"['Crime', ' Drama', ' Thriller']","A gripping twist on a classic cat-and-mouse story, this British drama series explores the intoxication of sexual attraction and the dangerous power of emotional manipulation as two conflicted detectives track down a pair of deadly killers."
